Entity,Code,Day,monthly_sea_surface_temperature_anomaly
Northern Hemisphere,,2020-08-15,1.1664
Northern Hemisphere,,2020-09-15,1.0392
Northern Hemisphere,,2020-10-15,0.9385
Northern Hemisphere,,2020-11-15,0.8362
Northern Hemisphere,,2020-12-15,0.7756
Northern Hemisphere,,2021-01-15,0.6119
Northern Hemisphere,,2021-02-15,0.5673
Northern Hemisphere,,2021-03-15,0.6309
Northern Hemisphere,,2021-04-15,0.7186
Northern Hemisphere,,2021-05-15,0.7861
Northern Hemisphere,,2021-06-15,0.8157
Northern Hemisphere,,2021-07-15,0.9196
Northern Hemisphere,,2021-08-15,0.9257
Northern Hemisphere,,2021-09-15,1.005
Northern Hemisphere,,2021-10-15,0.9012
Northern Hemisphere,,2021-11-15,0.8194
Northern Hemisphere,,2021-12-15,0.7203
Southern Hemisphere,,1850-01-15,-0.5229
Southern Hemisphere,,1850-02-15,-0.5353
Southern Hemisphere,,1850-03-15,-0.6896
Southern Hemisphere,,1850-04-15,-0.5026
Southern Hemisphere,,1850-05-15,-0.2106
Southern Hemisphere,,1850-06-15,-0.4912
Southern Hemisphere,,1850-07-15,-0.1851
Southern Hemisphere,,1850-08-15,-0.3742
Southern Hemisphere,,1850-09-15,-0.4117
Southern Hemisphere,,1850-10-15,-0.3552
Southern Hemisphere,,1850-11-15,-0.0967
Southern Hemisphere,,1850-12-15,-0.2428
Southern Hemisphere,,1851-01-15,-0.3572
Southern Hemisphere,,1851-02-15,-0.227
Southern Hemisphere,,1851-03-15,-0.2656
Southern Hemisphere,,1851-04-15,-0.5245
Southern Hemisphere,,1851-05-15,-0.3553
Southern Hemisphere,,1851-06-15,-0.4106
Southern Hemisphere,,1851-07-15,-0.1542
Southern Hemisphere,,1851-08-15,-0.2209
Southern Hemisphere,,1851-09-15,-0.2674
Southern Hemisphere,,1851-10-15,-0.2668
Southern Hemisphere,,1851-11-15,-0.101
Southern Hemisphere,,1851-12-15,-0.1485
Southern Hemisphere,,1852-01-15,-0.679
Southern Hemisphere,,1852-02-15,-0.583
Southern Hemisphere,,1852-03-15,-0.5463
Southern Hemisphere,,1852-04-15,-0.5542
Southern Hemisphere,,1852-05-15,-0.27
Southern Hemisphere,,1852-06-15,-0.2693
Southern Hemisphere,,1852-07-15,0.2462
Southern Hemisphere,,1852-08-15,-0.4567
Southern Hemisphere,,1852-09-15,-0.1978
Southern Hemisphere,,1852-10-15,-0.3348
Southern Hemisphere,,1852-11-15,-0.1748
Southern Hemisphere,,1852-12-15,-0.0838
Southern Hemisphere,,1853-01-15,-0.4838
Southern Hemisphere,,1853-02-15,-0.5634
Southern Hemisphere,,1853-03-15,-0.1716
Southern Hemisphere,,1853-04-15,-0.3339
Southern Hemisphere,,1853-05-15,-0.4177
Southern Hemisphere,,1853-06-15,-0.3245
Southern Hemisphere,,1853-07-15,-0.1573
Southern Hemisphere,,1853-08-15,-0.1718
Southern Hemisphere,,1853-09-15,-0.394
Southern Hemisphere,,1853-10-15,-0.4683
Southern Hemisphere,,1853-11-15,-0.1848
Southern Hemisphere,,1853-12-15,-0.4688
Southern Hemisphere,,1854-01-15,-0.3574
Southern Hemisphere,,1854-02-15,-0.3439
Southern Hemisphere,,1854-03-15,-0.4547
Southern Hemisphere,,1854-04-15,-0.5171
Southern Hemisphere,,1854-05-15,-0.4839
Southern Hemisphere,,1854-06-15,-0.2366
Southern Hemisphere,,1854-07-15,-0.5008
Southern Hemisphere,,1854-08-15,-0.4906
Southern Hemisphere,,1854-09-15,-0.2126
Southern Hemisphere,,1854-10-15,-0.3585
Southern Hemisphere,,1854-11-15,-0.4488
Southern Hemisphere,,1854-12-15,-0.6627
Southern Hemisphere,,1855-01-15,-0.3481
Southern Hemisphere,,1855-02-15,-0.2624
Southern Hemisphere,,1855-03-15,-0.4218
Southern Hemisphere,,1855-04-15,-0.5065
Southern Hemisphere,,1855-05-15,-0.5382
Southern Hemisphere,,1855-06-15,-0.5324
Southern Hemisphere,,1855-07-15,-0.4604
Southern Hemisphere,,1855-08-15,-0.2275
Southern Hemisphere,,1855-09-15,-0.3105
Southern Hemisphere,,1855-10-15,-0.4249
Southern Hemisphere,,1855-11-15,-0.3524
Southern Hemisphere,,1855-12-15,-0.2291
Southern Hemisphere,,1856-01-15,-0.1176
Southern Hemisphere,,1856-02-15,-0.2812
Southern Hemisphere,,1856-03-15,-0.2365
Southern Hemisphere,,1856-04-15,-0.5174
Southern Hemisphere,,1856-05-15,-0.2433
Southern Hemisphere,,1856-06-15,-0.3916
Southern Hemisphere,,1856-07-15,-0.2679
Southern Hemisphere,,1856-08-15,-0.2001
Southern Hemisphere,,1856-09-15,-0.3881
Southern Hemisphere,,1856-10-15,-0.5056
Southern Hemisphere,,1856-11-15,-0.3336
Southern Hemisphere,,1856-12-15,-0.4871
Southern Hemisphere,,1857-01-15,-0.3011
Southern Hemisphere,,1857-02-15,-0.5043
Southern Hemisphere,,1857-03-15,-0.7034
Southern Hemisphere,,1857-04-15,-0.5494
Southern Hemisphere,,1857-05-15,-0.5147
Southern Hemisphere,,1857-06-15,-0.525
Southern Hemisphere,,1857-07-15,-0.659
Southern Hemisphere,,1857-08-15,-0.504
Southern Hemisphere,,1857-09-15,-0.4913
Southern Hemisphere,,1857-10-15,-0.4456
Southern Hemisphere,,1857-11-15,-0.5761
Southern Hemisphere,,1857-12-15,-0.4549
Southern Hemisphere,,1858-01-15,-0.5846
Southern Hemisphere,,1858-02-15,-0.4763
Southern Hemisphere,,1858-03-15,-0.4429
Southern Hemisphere,,1858-04-15,-0.7466
Southern Hemisphere,,1858-05-15,-0.7282
Southern Hemisphere,,1858-06-15,-0.5621
Southern Hemisphere,,1858-07-15,-0.2222
Southern Hemisphere,,1858-08-15,-0.0547
Southern Hemisphere,,1858-09-15,-0.1877
Southern Hemisphere,,1858-10-15,-0.3983
Southern Hemisphere,,1858-11-15,-0.2946
Southern Hemisphere,,1858-12-15,-0.578
Southern Hemisphere,,1859-01-15,-0.3916
Southern Hemisphere,,1859-02-15,-0.3436
Southern Hemisphere,,1859-03-15,-0.5234
Southern Hemisphere,,1859-04-15,-0.2112
Southern Hemisphere,,1859-05-15,-0.224
Southern Hemisphere,,1859-06-15,-0.3216
Southern Hemisphere,,1859-07-15,-0.4311
Southern Hemisphere,,1859-08-15,-0.3182
Southern Hemisphere,,1859-09-15,-0.5096
Southern Hemisphere,,1859-10-15,-0.3392
Southern Hemisphere,,1859-11-15,-0.2476
Southern Hemisphere,,1859-12-15,0.0463
Southern Hemisphere,,1860-01-15,-0.0438
Southern Hemisphere,,1860-02-15,-0.2069
Southern Hemisphere,,1860-03-15,-0.2581
Southern Hemisphere,,1860-04-15,-0.2996
Southern Hemisphere,,1860-05-15,-0.3087
Southern Hemisphere,,1860-06-15,-0.2557
Southern Hemisphere,,1860-07-15,-0.3036
Southern Hemisphere,,1860-08-15,-0.217
Southern Hemisphere,,1860-09-15,-0.134
Southern Hemisphere,,1860-10-15,-0.4649
Southern Hemisphere,,1860-11-15,-0.4004
Southern Hemisphere,,1860-12-15,-0.388
Southern Hemisphere,,1861-01-15,-0.297
Southern Hemisphere,,1861-02-15,-0.4047
Southern Hemisphere,,1861-03-15,-0.6717
Southern Hemisphere,,1861-04-15,-0.3376
Southern Hemisphere,,1861-05-15,-0.7783
Southern Hemisphere,,1861-06-15,-0.4204
Southern Hemisphere,,1861-07-15,-0.7026
Southern Hemisphere,,1861-08-15,-0.2873
Southern Hemisphere,,1861-09-15,-0.3108
Southern Hemisphere,,1861-10-15,-0.4682
Southern Hemisphere,,1861-11-15,-0.4361
Southern Hemisphere,,1861-12-15,-0.3776
Southern Hemisphere,,1862-01-15,-0.4816
Southern Hemisphere,,1862-02-15,-0.4986
Southern Hemisphere,,1862-03-15,-0.2423
Southern Hemisphere,,1862-04-15,-0.0959
Southern Hemisphere,,1862-05-15,-0.08
Southern Hemisphere,,1862-06-15,-0.3217
Southern Hemisphere,,1862-07-15,-0.3079
Southern Hemisphere,,1862-08-15,-0.6376
Southern Hemisphere,,1862-09-15,-0.5485
Southern Hemisphere,,1862-10-15,-0.2718
Southern Hemisphere,,1862-11-15,-0.3205
Southern Hemisphere,,1862-12-15,-0.4106
Southern Hemisphere,,1863-01-15,-0.442
Southern Hemisphere,,1863-02-15,-0.2092
Southern Hemisphere,,1863-03-15,-0.2934
Southern Hemisphere,,1863-04-15,-0.2836
Southern Hemisphere,,1863-05-15,-0.5318
Southern Hemisphere,,1863-06-15,-0.4722
Southern Hemisphere,,1863-07-15,-0.2735
Southern Hemisphere,,1863-08-15,-0.3249
Southern Hemisphere,,1863-09-15,-0.4659
Southern Hemisphere,,1863-10-15,-0.233
Southern Hemisphere,,1863-11-15,-0.2719
Southern Hemisphere,,1863-12-15,-0.3444
Southern Hemisphere,,1864-01-15,-0.6572
Southern Hemisphere,,1864-02-15,-0.4542
Southern Hemisphere,,1864-03-15,-0.436
Southern Hemisphere,,1864-04-15,-0.533
Southern Hemisphere,,1864-05-15,-0.3181
Southern Hemisphere,,1864-06-15,-0.4938
Southern Hemisphere,,1864-07-15,-0.3921
Southern Hemisphere,,1864-08-15,-0.6473
Southern Hemisphere,,1864-09-15,-0.4902
Southern Hemisphere,,1864-10-15,-0.4377
Southern Hemisphere,,1864-11-15,-0.1245
Southern Hemisphere,,1864-12-15,-0.1745
Southern Hemisphere,,1865-01-15,-0.2135
Southern Hemisphere,,1865-02-15,-0.2462
Southern Hemisphere,,1865-03-15,-0.1579
Southern Hemisphere,,1865-04-15,-0.0329
Southern Hemisphere,,1865-05-15,-0.4022
Southern Hemisphere,,1865-06-15,-0.4302
Southern Hemisphere,,1865-07-15,-0.2459
Southern Hemisphere,,1865-08-15,-0.1473
Southern Hemisphere,,1865-09-15,-0.4272
Southern Hemisphere,,1865-10-15,-0.3294
Southern Hemisphere,,1865-11-15,-0.3937
Southern Hemisphere,,1865-12-15,-0.2798
Southern Hemisphere,,1866-01-15,-0.1466
Southern Hemisphere,,1866-02-15,-0.205
Southern Hemisphere,,1866-03-15,-0.5093
Southern Hemisphere,,1866-04-15,-0.2403
Southern Hemisphere,,1866-05-15,-0.3326
Southern Hemisphere,,1866-06-15,-0.2239
Southern Hemisphere,,1866-07-15,-0.0629
Southern Hemisphere,,1866-08-15,-0.3314
Southern Hemisphere,,1866-09-15,-0.3781
Southern Hemisphere,,1866-10-15,-0.1153
Southern Hemisphere,,1866-11-15,-0.1883
Southern Hemisphere,,1866-12-15,-0.4285
Southern Hemisphere,,1867-01-15,-0.2762
Southern Hemisphere,,1867-02-15,-0.3966
Southern Hemisphere,,1867-03-15,-0.2458
Southern Hemisphere,,1867-04-15,-0.1001
Southern Hemisphere,,1867-05-15,-0.3099
Southern Hemisphere,,1867-06-15,-0.3609
Southern Hemisphere,,1867-07-15,-0.2899
Southern Hemisphere,,1867-08-15,-0.379
Southern Hemisphere,,1867-09-15,-0.0895
Southern Hemisphere,,1867-10-15,-0.1227
Southern Hemisphere,,1867-11-15,-0.3197
Southern Hemisphere,,1867-12-15,-0.4628
Southern Hemisphere,,1868-01-15,-0.5151
Southern Hemisphere,,1868-02-15,-0.1985
Southern Hemisphere,,1868-03-15,-0.0253
Southern Hemisphere,,1868-04-15,-0.308
Southern Hemisphere,,1868-05-15,-0.3821
Southern Hemisphere,,1868-06-15,-0.722
Southern Hemisphere,,1868-07-15,-0.4202
Southern Hemisphere,,1868-08-15,-0.2875
Southern Hemisphere,,1868-09-15,-0.1661
Southern Hemisphere,,1868-10-15,-0.2376
Southern Hemisphere,,1868-11-15,-0.2179
Southern Hemisphere,,1868-12-15,-0.2741
Southern Hemisphere,,1869-01-15,-0.3919
Southern Hemisphere,,1869-02-15,-0.2096
Southern Hemisphere,,1869-03-15,-0.5168
Southern Hemisphere,,1869-04-15,-0.2544
Southern Hemisphere,,1869-05-15,-0.5386
Southern Hemisphere,,1869-06-15,-0.5822
Southern Hemisphere,,1869-07-15,-0.5888
Southern Hemisphere,,1869-08-15,-0.3678
Southern Hemisphere,,1869-09-15,-0.3285
Southern Hemisphere,,1869-10-15,-0.3527
Southern Hemisphere,,1869-11-15,-0.3082
Southern Hemisphere,,1869-12-15,-0.3824
Southern Hemisphere,,1870-01-15,-0.2546
Southern Hemisphere,,1870-02-15,-0.3835
Southern Hemisphere,,1870-03-15,-0.3805
Southern Hemisphere,,1870-04-15,-0.1747
Southern Hemisphere,,1870-05-15,-0.4422
Southern Hemisphere,,1870-06-15,-0.4818
Southern Hemisphere,,1870-07-15,-0.1314
Southern Hemisphere,,1870-08-15,-0.2872
Southern Hemisphere,,1870-09-15,-0.3951
Southern Hemisphere,,1870-10-15,-0.462
Southern Hemisphere,,1870-11-15,-0.26
Southern Hemisphere,,1870-12-15,-0.3027
Southern Hemisphere,,1871-01-15,-0.2198
Southern Hemisphere,,1871-02-15,-0.1413
Southern Hemisphere,,1871-03-15,-0.0389
Southern Hemisphere,,1871-04-15,-0.2985
Southern Hemisphere,,1871-05-15,-0.312
Southern Hemisphere,,1871-06-15,-0.2902
Southern Hemisphere,,1871-07-15,-0.1549
Southern Hemisphere,,1871-08-15,-0.3711
Southern Hemisphere,,1871-09-15,-0.3693
Southern Hemisphere,,1871-10-15,-0.5094
Southern Hemisphere,,1871-11-15,-0.0961
Southern Hemisphere,,1871-12-15,-0.2997
Southern Hemisphere,,1872-01-15,-0.3025
Southern Hemisphere,,1872-02-15,-0.1944
Southern Hemisphere,,1872-03-15,-0.3995
Southern Hemisphere,,1872-04-15,-0.3073
Southern Hemisphere,,1872-05-15,-0.202
Southern Hemisphere,,1872-06-15,-0.4057
Southern Hemisphere,,1872-07-15,-0.2567
Southern Hemisphere,,1872-08-15,-0.1914
Southern Hemisphere,,1872-09-15,-0.332
Southern Hemisphere,,1872-10-15,-0.3198
Southern Hemisphere,,1872-11-15,-0.0448
Southern Hemisphere,,1872-12-15,-0.2656
Southern Hemisphere,,1873-01-15,-0.0783
Southern Hemisphere,,1873-02-15,-0.1849
Southern Hemisphere,,1873-03-15,-0.1839
Southern Hemisphere,,1873-04-15,-0.3244
Southern Hemisphere,,1873-05-15,-0.2976
Southern Hemisphere,,1873-06-15,-0.4417
Southern Hemisphere,,1873-07-15,-0.1734
Southern Hemisphere,,1873-08-15,-0.2656
Southern Hemisphere,,1873-09-15,-0.491
Southern Hemisphere,,1873-10-15,-0.4737
Southern Hemisphere,,1873-11-15,-0.3822
Southern Hemisphere,,1873-12-15,-0.5165
Southern Hemisphere,,1874-01-15,-0.3461
Southern Hemisphere,,1874-02-15,-0.5569
Southern Hemisphere,,1874-03-15,-0.3917
Southern Hemisphere,,1874-04-15,-0.4655
Southern Hemisphere,,1874-05-15,-0.4906
Southern Hemisphere,,1874-06-15,-0.762
Southern Hemisphere,,1874-07-15,-0.1633
Southern Hemisphere,,1874-08-15,-0.437
Southern Hemisphere,,1874-09-15,-0.3919
Southern Hemisphere,,1874-10-15,-0.5606
Southern Hemisphere,,1874-11-15,-0.379
Southern Hemisphere,,1874-12-15,-0.3312
Southern Hemisphere,,1875-01-15,-0.2351
Southern Hemisphere,,1875-02-15,-0.1435
Southern Hemisphere,,1875-03-15,-0.2955
Southern Hemisphere,,1875-04-15,-0.2646
Southern Hemisphere,,1875-05-15,-0.2258
Southern Hemisphere,,1875-06-15,-0.3232
Southern Hemisphere,,1875-07-15,-0.4101
Southern Hemisphere,,1875-08-15,-0.2688
Southern Hemisphere,,1875-09-15,-0.1466
Southern Hemisphere,,1875-10-15,-0.2455
Southern Hemisphere,,1875-11-15,-0.181
Southern Hemisphere,,1875-12-15,-0.4021
Southern Hemisphere,,1876-01-15,-0.2886
Southern Hemisphere,,1876-02-15,-0.2821
Southern Hemisphere,,1876-03-15,-0.3042
Southern Hemisphere,,1876-04-15,-0.3075
Southern Hemisphere,,1876-05-15,-0.4082
Southern Hemisphere,,1876-06-15,-0.5806
Southern Hemisphere,,1876-07-15,-0.4704
Southern Hemisphere,,1876-08-15,-0.4731
Southern Hemisphere,,1876-09-15,-0.7299
Southern Hemisphere,,1876-10-15,-0.3363
Southern Hemisphere,,1876-11-15,-0.435
Southern Hemisphere,,1876-12-15,-0.4399
Southern Hemisphere,,1877-01-15,-0.401
Southern Hemisphere,,1877-02-15,-0.0076
Southern Hemisphere,,1877-03-15,-0.1298
Southern Hemisphere,,1877-04-15,-0.1636
Southern Hemisphere,,1877-05-15,-0.4787
Southern Hemisphere,,1877-06-15,-0.3221
Southern Hemisphere,,1877-07-15,-0.2193
Southern Hemisphere,,1877-08-15,-0.0675
Southern Hemisphere,,1877-09-15,-0.0153
Southern Hemisphere,,1877-10-15,0.1798
Southern Hemisphere,,1877-11-15,-0.0947
Southern Hemisphere,,1877-12-15,-0.0463
Southern Hemisphere,,1878-01-15,0.2347
Southern Hemisphere,,1878-02-15,0.2218
Southern Hemisphere,,1878-03-15,0.0967
Southern Hemisphere,,1878-04-15,0.0859
Southern Hemisphere,,1878-05-15,-0.2164
Southern Hemisphere,,1878-06-15,-0.3256
Southern Hemisphere,,1878-07-15,-0.1624
Southern Hemisphere,,1878-08-15,-0.25
Southern Hemisphere,,1878-09-15,-0.2537
Southern Hemisphere,,1878-10-15,-0.2284
Southern Hemisphere,,1878-11-15,-0.2882
Southern Hemisphere,,1878-12-15,-0.324
Southern Hemisphere,,1879-01-15,-0.26
Southern Hemisphere,,1879-02-15,-0.2204
Southern Hemisphere,,1879-03-15,-0.1439
Southern Hemisphere,,1879-04-15,-0.1983
Southern Hemisphere,,1879-05-15,-0.3471
Southern Hemisphere,,1879-06-15,-0.2846
Southern Hemisphere,,1879-07-15,-0.2643
Southern Hemisphere,,1879-08-15,-0.0859
Southern Hemisphere,,1879-09-15,-0.1703
Southern Hemisphere,,1879-10-15,-0.2344
Southern Hemisphere,,1879-11-15,-0.1936
Southern Hemisphere,,1879-12-15,-0.2897
Southern Hemisphere,,1880-01-15,-0.2749
Southern Hemisphere,,1880-02-15,-0.0674
Southern Hemisphere,,1880-03-15,-0.025
Southern Hemisphere,,1880-04-15,-0.1982
Southern Hemisphere,,1880-05-15,-0.3364
Southern Hemisphere,,1880-06-15,-0.4856
Southern Hemisphere,,1880-07-15,-0.2946
Southern Hemisphere,,1880-08-15,-0.1713
Southern Hemisphere,,1880-09-15,-0.2079
Southern Hemisphere,,1880-10-15,-0.2828
Southern Hemisphere,,1880-11-15,-0.1964
Southern Hemisphere,,1880-12-15,-0.1634
Southern Hemisphere,,1881-01-15,-0.1979
Southern Hemisphere,,1881-02-15,-0.243
Southern Hemisphere,,1881-03-15,-0.0776
Southern Hemisphere,,1881-04-15,-0.1127
Southern Hemisphere,,1881-05-15,-0.0876
Southern Hemisphere,,1881-06-15,-0.2524
Southern Hemisphere,,1881-07-15,-0.1477
Southern Hemisphere,,1881-08-15,-0.1699
Southern Hemisphere,,1881-09-15,-0.3002
Southern Hemisphere,,1881-10-15,-0.092
Southern Hemisphere,,1881-11-15,-0.0799
Southern Hemisphere,,1881-12-15,-0.1629
Southern Hemisphere,,1882-01-15,-0.1654
Southern Hemisphere,,1882-02-15,-0.031
Southern Hemisphere,,1882-03-15,-0.0865
Southern Hemisphere,,1882-04-15,-0.146
Southern Hemisphere,,1882-05-15,-0.3022
Southern Hemisphere,,1882-06-15,-0.2431
Southern Hemisphere,,1882-07-15,-0.1334
Southern Hemisphere,,1882-08-15,-0.2921
Southern Hemisphere,,1882-09-15,-0.144
Southern Hemisphere,,1882-10-15,-0.2741
Southern Hemisphere,,1882-11-15,-0.1584
Southern Hemisphere,,1882-12-15,-0.3545
Southern Hemisphere,,1883-01-15,-0.0737
Southern Hemisphere,,1883-02-15,-0.1009
Southern Hemisphere,,1883-03-15,-0.0507
Southern Hemisphere,,1883-04-15,-0.3708
Southern Hemisphere,,1883-05-15,-0.1974
Southern Hemisphere,,1883-06-15,-0.1964
Southern Hemisphere,,1883-07-15,-0.2529
Southern Hemisphere,,1883-08-15,-0.3018
Southern Hemisphere,,1883-09-15,-0.2296
Southern Hemisphere,,1883-10-15,-0.3164
Southern Hemisphere,,1883-11-15,-0.1857
Southern Hemisphere,,1883-12-15,-0.4487
Southern Hemisphere,,1884-01-15,-0.3446
Southern Hemisphere,,1884-02-15,-0.2394
Southern Hemisphere,,1884-03-15,-0.4272
Southern Hemisphere,,1884-04-15,-0.3701
Southern Hemisphere,,1884-05-15,-0.4168
Southern Hemisphere,,1884-06-15,-0.3848
Southern Hemisphere,,1884-07-15,-0.3961
Southern Hemisphere,,1884-08-15,-0.439
Southern Hemisphere,,1884-09-15,-0.215
Southern Hemisphere,,1884-10-15,-0.2991
Southern Hemisphere,,1884-11-15,-0.3065
Southern Hemisphere,,1884-12-15,-0.3581
Southern Hemisphere,,1885-01-15,-0.3278
Southern Hemisphere,,1885-02-15,-0.3007
Southern Hemisphere,,1885-03-15,-0.4218
Southern Hemisphere,,1885-04-15,-0.4735
Southern Hemisphere,,1885-05-15,-0.5962
Southern Hemisphere,,1885-06-15,-0.5423
Southern Hemisphere,,1885-07-15,-0.4078
Southern Hemisphere,,1885-08-15,-0.6922
Southern Hemisphere,,1885-09-15,-0.4014
Southern Hemisphere,,1885-10-15,-0.3999
Southern Hemisphere,,1885-11-15,-0.1686
Southern Hemisphere,,1885-12-15,-0.2463
Southern Hemisphere,,1886-01-15,-0.4746
Southern Hemisphere,,1886-02-15,-0.3583
Southern Hemisphere,,1886-03-15,-0.325
Southern Hemisphere,,1886-04-15,-0.4365
Southern Hemisphere,,1886-05-15,-0.2066
Southern Hemisphere,,1886-06-15,-0.4683
Southern Hemisphere,,1886-07-15,-0.4295
Southern Hemisphere,,1886-08-15,-0.4131
Southern Hemisphere,,1886-09-15,-0.4815
Southern Hemisphere,,1886-10-15,-0.3918
Southern Hemisphere,,1886-11-15,-0.3573
Southern Hemisphere,,1886-12-15,-0.5479
Southern Hemisphere,,1887-01-15,-0.5332
Southern Hemisphere,,1887-02-15,-0.5433
Southern Hemisphere,,1887-03-15,-0.5498
Southern Hemisphere,,1887-04-15,-0.4871
Southern Hemisphere,,1887-05-15,-0.5094
Southern Hemisphere,,1887-06-15,-0.5539
Southern Hemisphere,,1887-07-15,-0.4088
Southern Hemisphere,,1887-08-15,-0.4337
Southern Hemisphere,,1887-09-15,-0.4126
Southern Hemisphere,,1887-10-15,-0.4764
Southern Hemisphere,,1887-11-15,-0.4777
Southern Hemisphere,,1887-12-15,-0.572
Southern Hemisphere,,1888-01-15,-0.604
Southern Hemisphere,,1888-02-15,-0.3513
Southern Hemisphere,,1888-03-15,-0.4543
Southern Hemisphere,,1888-04-15,-0.4751
Southern Hemisphere,,1888-05-15,-0.4174
Southern Hemisphere,,1888-06-15,-0.4848
Southern Hemisphere,,1888-07-15,-0.4707
Southern Hemisphere,,1888-08-15,-0.3909
Southern Hemisphere,,1888-09-15,-0.2963
Southern Hemisphere,,1888-10-15,-0.1915
Southern Hemisphere,,1888-11-15,-0.1464
Southern Hemisphere,,1888-12-15,-0.1523
Southern Hemisphere,,1889-01-15,-0.0449
Southern Hemisphere,,1889-02-15,-0.0702
Southern Hemisphere,,1889-03-15,-0.0642
Southern Hemisphere,,1889-04-15,-0.155
Southern Hemisphere,,1889-05-15,-0.2404
Southern Hemisphere,,1889-06-15,-0.3113
Southern Hemisphere,,1889-07-15,-0.2353
Southern Hemisphere,,1889-08-15,-0.3226
Southern Hemisphere,,1889-09-15,-0.4373
Southern Hemisphere,,1889-10-15,-0.3822
Southern Hemisphere,,1889-11-15,-0.271
Southern Hemisphere,,1889-12-15,-0.2637
Southern Hemisphere,,1890-01-15,-0.3812
Southern Hemisphere,,1890-02-15,-0.4206
Southern Hemisphere,,1890-03-15,-0.5534
Southern Hemisphere,,1890-04-15,-0.4472
Southern Hemisphere,,1890-05-15,-0.4318
Southern Hemisphere,,1890-06-15,-0.5033
Southern Hemisphere,,1890-07-15,-0.4764
Southern Hemisphere,,1890-08-15,-0.4489
Southern Hemisphere,,1890-09-15,-0.5665
Southern Hemisphere,,1890-10-15,-0.5542
Southern Hemisphere,,1890-11-15,-0.4909
Southern Hemisphere,,1890-12-15,-0.3318
Southern Hemisphere,,1891-01-15,-0.3779
Southern Hemisphere,,1891-02-15,-0.3881
Southern Hemisphere,,1891-03-15,-0.3497
Southern Hemisphere,,1891-04-15,-0.2834
Southern Hemisphere,,1891-05-15,-0.1976
Southern Hemisphere,,1891-06-15,-0.4065
Southern Hemisphere,,1891-07-15,-0.5058
Southern Hemisphere,,1891-08-15,-0.4361
Southern Hemisphere,,1891-09-15,-0.3677
Southern Hemisphere,,1891-10-15,-0.3534
Southern Hemisphere,,1891-11-15,-0.3728
Southern Hemisphere,,1891-12-15,-0.3496
Southern Hemisphere,,1892-01-15,-0.3942
Southern Hemisphere,,1892-02-15,-0.2025
Southern Hemisphere,,1892-03-15,-0.3202
Southern Hemisphere,,1892-04-15,-0.3994
Southern Hemisphere,,1892-05-15,-0.3629
Southern Hemisphere,,1892-06-15,-0.5265
Southern Hemisphere,,1892-07-15,-0.6113
Southern Hemisphere,,1892-08-15,-0.5311
Southern Hemisphere,,1892-09-15,-0.4379
Southern Hemisphere,,1892-10-15,-0.4569
Southern Hemisphere,,1892-11-15,-0.349
Southern Hemisphere,,1892-12-15,-0.5542
Southern Hemisphere,,1893-01-15,-0.3768
Southern Hemisphere,,1893-02-15,-0.2998
Southern Hemisphere,,1893-03-15,-0.2148
Southern Hemisphere,,1893-04-15,-0.5382
Southern Hemisphere,,1893-05-15,-0.4994
Southern Hemisphere,,1893-06-15,-0.6013
Southern Hemisphere,,1893-07-15,-0.462
Southern Hemisphere,,1893-08-15,-0.3182
Southern Hemisphere,,1893-09-15,-0.4473
Southern Hemisphere,,1893-10-15,-0.3395
Southern Hemisphere,,1893-11-15,-0.3363
Southern Hemisphere,,1893-12-15,-0.3116
Southern Hemisphere,,1894-01-15,-0.3167
Southern Hemisphere,,1894-02-15,-0.3103
Southern Hemisphere,,1894-03-15,-0.4085
Southern Hemisphere,,1894-04-15,-0.4676
Southern Hemisphere,,1894-05-15,-0.5303
Southern Hemisphere,,1894-06-15,-0.4937
Southern Hemisphere,,1894-07-15,-0.4158
Southern Hemisphere,,1894-08-15,-0.4247
Southern Hemisphere,,1894-09-15,-0.4621
Southern Hemisphere,,1894-10-15,-0.4804
Southern Hemisphere,,1894-11-15,-0.3625
Southern Hemisphere,,1894-12-15,-0.3874
Southern Hemisphere,,1895-01-15,-0.2999
Southern Hemisphere,,1895-02-15,-0.3484
Southern Hemisphere,,1895-03-15,-0.3971
Southern Hemisphere,,1895-04-15,-0.4985
Southern Hemisphere,,1895-05-15,-0.5432
Southern Hemisphere,,1895-06-15,-0.4147
Southern Hemisphere,,1895-07-15,-0.3836
Southern Hemisphere,,1895-08-15,-0.2622
Southern Hemisphere,,1895-09-15,-0.5059
Southern Hemisphere,,1895-10-15,-0.5121
Southern Hemisphere,,1895-11-15,-0.2825
Southern Hemisphere,,1895-12-15,-0.3854
Southern Hemisphere,,1896-01-15,-0.2001
Southern Hemisphere,,1896-02-15,-0.208
Southern Hemisphere,,1896-03-15,-0.2385
Southern Hemisphere,,1896-04-15,-0.2625
Southern Hemisphere,,1896-05-15,-0.3714
Southern Hemisphere,,1896-06-15,-0.2769
Southern Hemisphere,,1896-07-15,-0.2399
Southern Hemisphere,,1896-08-15,-0.1173
Southern Hemisphere,,1896-09-15,-0.2795
Southern Hemisphere,,1896-10-15,-0.3281
Southern Hemisphere,,1896-11-15,-0.0745
Southern Hemisphere,,1896-12-15,-0.0767
Southern Hemisphere,,1897-01-15,-0.1359
Southern Hemisphere,,1897-02-15,-0.0991
Southern Hemisphere,,1897-03-15,-0.0758
Southern Hemisphere,,1897-04-15,-0.1682
